id;active;type;name;externalId;epgProvider;epgProviderId;mdbMatchTags;enableImageGenerator;order;lcn;testing;public;availability;fsAvailability;parentLock;malfunction;timeshiftDuration;timeshiftAvailable;timeshiftBeforeEvent;timeshiftAfterEvent;drm;directAccess;audio;message;channelGroup;description;hd;hack;dvbMrl;tags;epgLang;useStreamServer;freeSeekSeconds;freeSeekStartOver;freeSeekPvr;epgAllowedTypes;parallelStreamGroup
SEXTREME;1;tv;SEXTREME;SEXTREME_stream_9n;14;628;,movie,dummyShow,dummySeries,;1;121;219;0;1;NetUno;\N;1;\N;1440;1440;1;2;1;0;\N;\N;erotic;;0;;\N;1440,DRM;es;1;0;0;0;;1
SHOWBUSI;1;tv;SHOW BUSINESS HD;SHOWBUSI_stream_iq;14;7025;,movie,dummyShow,dummySeries,;1;141;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Variedades;;1;;\N;1440,DRM;es;1;0;0;0;;1
SHOWVEN;1;tv;SHOWVEN;SHOWVEN_stream_9x;14;3901;,movie,dummyShow,dummySeries,;1;155;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Nacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
SONYCHANNEL;1;tv;SONY CHANNEL FHD;SONYCHANEL_SUBS_stream_iu;14;446;,movie,dummyShow,dummySeries,;1;37;66;0;1;NetUno;\N;0;\N;4320;4320;1;2;1;0;spa,eng;\N;Series;;1;;\N;DRM,4320;es;1;0;0;0;;1
SONYMOVIES;1;tv;SONY MOVIES FHD;SONYMOVIES_stream_uv;14;6336;,movie,dummyShow,dummySeries,;1;36;\N;0;1;NetUno;\N;0;\N;4320;4320;1;2;1;0;spa,eng;\N;Series;;1;;\N;DRM,4320;es;1;0;0;0;;1
SPACE;1;tv;SPACE FHD;SPACE_stream_fk;14;3167;,movie,dummyShow,dummySeries,;1;43;72;0;1;NetUno;\N;0;\N;4320;4320;1;2;1;0;\N;\N;Peliculas;;1;;\N;DRM,4320;es;1;0;0;0;;1
SPORTSMAXNEWS;1;tv;SPORTSMAX NEWS HD;SPORTSMAXNEWS_stream_li;14;7707;,movie,dummyShow,dummySeries,;1;104;\N;0;1;NetUno;\N;0;\N;720;720;1;2;1;0;\N;\N;Deportes;;1;;\N;DRM,720;es;1;0;0;0;;1
STARCHANNEL;1;tv;STAR CHANNEL FHD;STARCHANNEL_stream_vz;14;1537;,movie,dummyShow,dummySeries,;1;41;70;0;1;NetUno;\N;0;\N;4320;4320;1;2;1;0;spa,eng;\N;Peliculas;;1;;\N;4320,DRM;es;1;0;0;0;;1
STUDIOUNIVERSAL;1;tv;STUDIO UNIVERSAL FHD;STUDIOUNIVERSAL_stream_95;14;580;,movie,dummyShow,dummySeries,;1;48;77;0;1;NetUno;\N;0;\N;4320;4320;1;2;1;0;spa,eng;\N;Peliculas;;1;;\N;DRM,4320;es;1;0;0;0;;1
STUDIO_UNIVERSAL_HD_INTER;1;tv;STUDIO UNIVERSAL HD;STUDIO_UNIVERSAL_HD_INTER_stream_uc;14;580;,movie,dummyShow,dummySeries,;1;0;\N;0;1;Inter;\N;0;\N;4320;4320;1;2;1;0;\N;\N;Documentales;;1;;\N;DRM,4320;es;1;0;0;0;;1
SUNCHANNEL;1;tv;SUN CHANNEL HD;SUNCHANNEL_stream_5s;14;771;,movie,dummyShow,dummySeries,;1;79;115;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Musicales;;1;;\N;1440,DRM;es;1;0;0;0;;1
suspendCHAba;1;tv;Suspendido AbaTV GO;SuspenAba_stream_9f;15;\N;;0;232;\N;0;1;internet;\N;0;\N;10;10;0;0;0;0;\N;\N;Nacionales;;1;;\N;;\N;1;0;0;0;;1
Suspendido;1;tv;Suspendido NetunoGO;suependido_stream_q4;15;1;,movie,dummyShow,dummySeries,;1;122;\N;0;1;NetUno;\N;0;\N;60;60;1;2;0;0;\N;\N;general;;1;;\N;;es;1;0;0;0;;1
SYFY;1;tv;USA NETWORK;SYFY_stream_7m;14;8327;,movie,dummyShow,dummySeries,;1;59;87;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Peliculas;;0;;\N;1440,DRM;es;1;0;0;0;;1
TAM;1;tv;TAM;TAM_stream_jo;14;3331;,movie,dummyShow,dummySeries,;1;20;29;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Locales;;0;;\N;1440,DRM;es;1;0;0;0;;1
TCM;1;tv;TCM;TCM_stream_9d;14;910;,movie,dummyShow,dummySeries,;1;49;78;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Peliculas;;0;;\N;1440,DRM;es;1;0;0;0;;1
TELEARAGUA;1;tv;TELEARAGUA;TELEARAGUA_stream_zq;14;3332;,movie,dummyShow,dummySeries,;1;19;28;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Locales;;0;;\N;1440,DRM;es;1;0;0;0;;1
TELECOLOR;1;tv;TELECOLOR;TELECOLOR_stream_30;14;3334;,movie,dummyShow,dummySeries,;1;15;\N;0;1;NetUno;\N;0;\N;720;720;1;2;1;0;\N;\N;general;;0;;\N;DRM,720;es;1;0;0;0;;1
TELEHIT;1;tv;TELEHIT HD;TELEHIT_stream_eq;14;1564;,movie,dummyShow,dummySeries,;1;92;148;0;1;NetUno;\N;0;\N;720;720;1;2;1;0;\N;\N;Musicales;;1;;\N;DRM,720;es;1;0;0;0;;1
TELEHITURB;1;tv;TELEHIT MUSICA HD;TELEHITURB_stream_vp;14;30;,movie,dummyShow,dummySeries,;1;147;\N;0;1;NetUno;\N;0;\N;720;720;1;2;1;0;\N;\N;Musicales;;1;;\N;DRM,720;es;1;0;0;0;;1
TELEMUNDOINTERNACIONAL;1;tv;TELEMUNDO INTERNACIONAL FHD;TELEMUNDOINTERNACIONAL_stream_bq;14;1153;,movie,dummyShow,dummySeries,;1;25;44;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Internacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
TELESUR;1;tv;TELESUR;TELESUR_stream_xl;14;388;,movie,dummyShow,dummySeries,;1;2;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Internacionales;;0;;\N;1440,DRM;es;1;0;0;0;;1
TELEVEN;1;tv;TELEVEN FHD;TELEVEN_stream_d3;14;408;,movie,dummyShow,dummySeries,;1;7;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Nacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
THEHISTORYCHANNEL;1;tv;THE HISTORY CHANNEL FHD;THEHISTORYCHANNEL_stream_dr;14;445;,movie,dummyShow,dummySeries,;1;76;112;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;spa,eng;\N;Documentales;;1;;\N;1440,DRM;es;1;0;0;0;;1
TITAN_CHANNEL;1;tv;TITAN CHANNEL HD;TITAN_CHANNEL_stream_4o;14;8558;,movie,dummyShow,dummySeries,;1;247;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;spa;\N;general;;1;;\N;1440,DRM;es;1;0;0;0;;1
TLC;1;tv;TLC;TLC_stream_jq;14;339;,movie,dummyShow,dummySeries,;1;33;51;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Documentales;;0;;\N;1440,DRM;es;1;0;0;0;;1
TLNOVELAS;1;tv;TL NOVELAS FHD;TLNOVELAS_stream_8h;14;170;,movie,dummyShow,dummySeries,;1;24;43;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;spa,eng;\N;Internacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
TLT;1;tv;TLT FHD;TLT_stream_7m;14;3530;,movie,dummyShow,dummySeries,;1;10;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Nacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
TNTSERIES;1;tv;TNT SERIES FHD;TNTSERIES_stream_ws;14;3041;,movie,dummyShow,dummySeries,;1;58;86;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;spa,eng;\N;Series;;1;;\N;1440,DRM;es;1;0;0;0;;1
TNT_HD;1;tv;TNT FHD;TNTHD_stream_s5;14;3804;,movie,dummyShow,dummySeries,;1;242;\N;0;1;NetUno;\N;0;\N;4320;4320;1;2;1;0;spa,eng;\N;Peliculas;;1;;\N;DRM,4320;es;1;0;0;0;;1
TNT_SPORTS_INTER_CHILE;1;tv;TNT SPORTS;TNT_SPORTS_INTER_CHILE_stream_3p;11;\N;;1;218;\N;0;1;Inter;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Deportes;;1;;\N;1440,DRM,Inter;es;1;0;0;0;;1
TNT_SPORTS_PREMIUN_INTER_CHILE;1;tv;TNT SPORTS PREMIUN;TNT_SPORTS2_INTER_CHILE_stream_aj;11;\N;;1;224;\N;0;1;Inter;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Deportes;;1;;\N;1440,DRM,Inter;es;1;0;0;0;;1
TOONCAST;1;tv;TOONCAST;TOONCAST_stream_kk;14;880;,movie,dummyShow,dummySeries,;1;158;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Infantiles;;0;;\N;DRM,Inter;es;1;0;0;0;;1
TRT_SRC;1;tv;TRT;TRT_SRC_stream_zp;14;3343;;1;225;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Locales;;0;;\N;1440,DRM;es;1;0;0;0;;1
TRUTV;0;tv;TRUTV;TRUTV_stream_gg;14;1256;,movie,dummyShow,dummySeries,;1;35;53;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Internacionales;;0;;\N;1440,DRM;es;1;0;0;0;;1
TV5MONDE;1;tv;TV5 MONDE HD;TV5MONDE_stream_gi;14;38;,movie,dummyShow,dummySeries,;1;112;199;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;spa,eng;\N;Internacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
TVEINTERNACIONAL;1;tv;TVE INTERNACIONAL;TVEINTERNACIONAL_stream_3q;14;59;,movie,dummyShow,dummySeries,;1;108;195;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Internacionales;;0;;\N;1440,DRM;es;1;0;0;0;;1
TVES;1;tv;TVES FHD;TVES_stream_et;14;2186;,movie,dummyShow,dummySeries,;1;1;555;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Nacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
TVFAMILIA;1;tv;TV FAMILIA HD;TVFAMILIA_stream_vj;14;2595;,movie,dummyShow,dummySeries,;1;11;21;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Nacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
TVFANB;1;tv;TVFANB;TVFANB_stream_51;14;3313;,movie,dummyShow,dummySeries,;1;9;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Nacionales;;0;;\N;1440,DRM;es;1;0;0;0;;1
TVGALICIA;1;tv;TV GALICIA;TVGALICIA_stream_cs;14;65;,movie,dummyShow,dummySeries,;1;109;196;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Internacionales;;0;;\N;1440,DRM;es;1;0;0;0;;1
TVN;1;tv;TVN;TVN_stream_9l;14;3622;,movie,dummyShow,dummySeries,;0;167;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Nacionales;;1;;\N;DRM,Inter;es;1;0;0;0;;1
TVR;1;tv;TRV;TVR_Maracay_stream_pw;14;3344;,movie,dummyShow,dummySeries,;1;18;27;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Locales;;0;;\N;1440,DRM;es;1;0;0;0;;1
TYCSPORT;1;tv;TYC SPORT;TYCSPORT_stream_g6;14;1666;,movie,dummyShow,dummySeries,;1;157;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Deportes;;1;;\N;1440,DRM,Inter;es;1;0;0;0;;1
UN24;1;tv;UN24 HD;UN24_stream_47;14;9079;;1;234;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Nacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
UNITELLPZ;1;tv;UNITELL PZ;UNITELLPZ_stream_ke;14;417;,movie,dummyShow,dummySeries,;1;172;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Nacionales;;0;;\N;DRM;es;1;0;0;0;;1
UNITELSCZ;1;tv;UNITEL SCZ;UNITELSCZ_stream_6w;14;7224;,movie,dummyShow,dummySeries,;1;171;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Nacionales;;0;;\N;DRM;es;1;0;0;0;;1
UNIVERSALHD;1;tv;UNIVERSAL FHD;UNIVERSALHD_stream_e9;14;1512;,movie,dummyShow,dummySeries,;1;44;73;0;1;NetUno;\N;0;\N;4320;4320;1;2;1;0;\N;\N;Peliculas;;0;;\N;DRM,4320;es;1;0;0;0;;1
UNIVERSAL_HD_INTER;1;tv;UNIVERSAL HD;UNIVERSAL_HD_INTER_stream_qz;14;1512;,movie,dummyShow,dummySeries,;1;0;\N;0;1;Inter;\N;0;\N;4320;4320;1;2;1;0;\N;\N;Peliculas;;1;;\N;DRM,4320;es;1;0;0;0;;1
UNIVISION_NETUNO;1;tv;UNIVISION HD;UNIVISION_NETUNO_stream_r2;14;5366;,movie,dummyShow,dummySeries,;1;26;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Variedades;;1;;\N;1440,DRM;es;1;0;0;0;;1
VALETV;1;tv;VALE TV;VALETV_stream_3f;14;3357;,movie,dummyShow,dummySeries,;1;17;22;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Nacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
VENEVISION;1;tv;VENEVISION FHD;VENEVISION_stream_2i;14;2138;,movie,dummyShow,dummySeries,;1;3;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Nacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
VENUS;1;tv;VENUS;VENUS_stream_45;14;44;,movie,dummyShow,dummySeries,;1;119;216;0;1;NetUno;\N;1;\N;1440;1440;1;2;1;0;\N;\N;erotic;;0;;\N;1440,DRM;es;1;0;0;0;;1
VEPACO;1;tv;VEPACO TV HD;VEPACO_stream_8b;14;3352;,movie,dummyShow,dummySeries,;1;206;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Nacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
VEPLUS;1;tv;VE PLUS;VEPLUS_stream_dg;14;914;,movie,dummyShow,dummySeries,;1;22;41;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Internacionales;;1;;\N;1440,DRM;es;1;0;0;0;;1
VMAS_TV;1;tv;V+ TV HD;VMAS_TV_stream_ma;\N;\N;,movie,dummyShow,dummySeries,;1;246;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;spa;\N;Variedades;;1;;\N;1440,DRM;es;1;0;0;0;;1
VTV;1;tv;VTV;VTV_stream_eo;14;420;,movie,dummyShow,dummySeries,;1;4;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Nacionales;;0;;\N;1440,DRM;es;1;0;0;0;;1
WARNERCHANNEL;1;tv;WARNER CHANNEL FHD;WARNERCHANNEL_stream_fy;14;466;,movie,dummyShow,dummySeries,;1;38;67;0;1;NetUno;\N;0;\N;4320;4320;1;2;1;0;spa,eng;\N;Series;;1;;\N;DRM,4320;es;1;0;0;0;;1
WARNER_HD_INTER;1;tv;WARNER HD;WARNER_HD_INTER_stream_lg;14;466;,movie,dummyShow,dummySeries,;1;0;\N;0;1;Inter;\N;0;\N;4320;4320;1;2;1;0;spa,eng;\N;Series;;1;;\N;DRM,4320;es;1;0;0;0;;1
WOBI;1;tv;WOBI HD;WOBI_stream_me;14;723;,movie,dummyShow,dummySeries,;1;142;\N;0;1;NetUno;\N;0;\N;1440;1440;1;2;1;0;\N;\N;Variedades;;1;;\N;1440,DRM;es;1;0;0;0;;1
